Data Timestamp,WS MAX MS,WS MAX KT,WS MAX KM,TEMP MIN DEG,TEMP MAX DEG,RH MIN %,RH MAX %,DP MIN %,DP MAX %,QFE MIN %,QFE MAX %,QFF MIN %,QFF MAX %,IRAD SUM JM2,IRAD SUM MJM2,RAIN SUM MM
2017-11-11 00:00:00 +06,3.4,6.6,12.2,21.5,30.9,55.0,97.7,19.2,22.9,1008.9,1014.1,1009.9,1015.1,66361,0.06636100000000000000,0.0
2017-11-12 00:00:00 +06,4.3,8.4,15.5,21.4,31.9,50.0,97.5,19.1,22.7,1007.4,1011.9,1008.3,1012.9,58735,0.05873500000000000000,0.0
2017-11-13 00:00:00 +06,3.6,7.0,13.0,22.0,32.1,44.0,93.8,17.7,22.3,1006.4,1011.6,1007.3,1012.6,60390,0.06039000000000000000,0.0
2017-11-14 00:00:00 +06,3.4,6.6,12.2,22.6,31.2,57.9,92.2,20.0,23.7,1007.8,1012.2,1008.7,1013.2,67823,0.06782300000000000000,0.0
2017-11-15 00:00:00 +06,4.5,8.7,16.2,22.5,27.5,75.2,98.0,19.6,24.3,1008.8,1013.4,1009.8,1014.3,30427,0.03042700000000000000,1.8
2017-11-16 00:00:00 +06,4.1,8.0,14.8,21.9,26.0,83.7,98.0,20.1,23.1,1009.5,1013.0,1010.4,1014.0,46949,0.04694900000000000000,1.2
2017-11-17 00:00:00 +06,3.5,6.8,12.6,23.0,29.3,76.2,98.0,22.0,25.2,1008.8,1012.6,1009.8,1013.6,77357,0.07735700000000000000,0.0
2017-11-18 00:00:00 +06,3.0,5.8,10.8,24.7,31.0,68.8,98.0,23.7,25.6,1009.2,1012.9,1010.2,1013.9,64491,0.06449100000000000000,0.0
2017-11-19 00:00:00 +06,3.7,7.2,13.3,24.5,31.6,59.1,96.6,21.5,24.6,1009.2,1013.3,1010.2,1014.3,68893,0.06889300000000000000,0.0
2017-11-20 00:00:00 +06,5.4,10.5,19.4,22.2,30.7,54.9,97.6,20.1,24.4,1009.5,1014.4,1010.5,1015.4,62547,0.06254700000000000000,0.0
2017-11-21 00:00:00 +06,4.7,9.1,16.9,21.6,29.6,53.0,95.1,15.9,22.2,1009.0,1014.0,1010.0,1015.0,65214,0.06521400000000000000,0.0
2017-11-22 00:00:00 +06,6.8,13.2,24.5,18.4,28.4,52.7,83.9,13.6,19.2,1007.3,1012.1,1008.3,1013.0,67506,0.06750600000000000000,0.0
2017-11-23 00:00:00 +06,3.8,7.4,13.7,18.5,28.3,56.0,87.9,15.3,20.4,1007.5,1012.0,1008.5,1012.9,66430,0.06643000000000000000,0.0
2017-11-24 00:00:00 +06,4.0,7.8,14.4,19.4,28.9,59.1,87.1,16.5,21.5,1009.1,1013.6,1010.1,1014.5,69551,0.06955100000000000000,0.0
2017-11-25 00:00:00 +06,4.0,7.8,14.4,19.5,29.1,49.4,87.9,15.9,20.1,1011.2,1015.4,1012.2,1016.4,65037,0.06503700000000000000,0.0
2017-11-26 00:00:00 +06,3.8,7.4,13.7,19.0,28.9,28.6,94.2,9.0,19.9,1011.2,1016.5,1012.2,1017.4,64435,0.06443500000000000000,0.0
2017-11-27 00:00:00 +06,3.9,7.6,14.0,19.1,28.9,52.5,98.0,17.2,21.0,1009.2,1014.6,1010.2,1015.6,64723,0.06472300000000000000,0.0
2017-11-28 00:00:00 +06,2.3,4.5,8.3,19.4,27.8,51.4,98.0,15.0,20.8,1010.6,1014.7,1011.5,1015.6,59480,0.05948000000000000000,0.0
2017-11-29 00:00:00 +06,3.7,7.2,13.3,18.7,27.3,64.0,98.0,17.7,21.8,1011.8,1016.7,1012.8,1017.6,56346,0.05634600000000000000,0.0
2017-11-30 00:00:00 +06,3.3,6.4,11.9,17.8,28.4,31.3,98.0,9.9,19.9,1010.3,1015.8,1011.3,1016.7,59617,0.05961700000000000000,0.0
2017-12-01 00:00:00 +06,2.9,5.6,10.4,17.7,28.1,49.4,98.0,15.5,20.7,1010.2,1014.9,1011.2,1015.8,58788,0.05878800000000000000,0.0
2017-12-02 00:00:00 +06,3.0,5.8,10.8,18.1,28.4,46.0,98.0,14.9,21.0,1011.5,1016.6,1012.5,1017.6,58043,0.05804300000000000000,0.0
2017-12-03 00:00:00 +06,3.1,6.0,11.2,17.8,28.1,36.8,98.0,11.5,19.8,1011.0,1015.9,1012.0,1016.8,57821,0.05782100000000000000,0.0
2017-12-04 00:00:00 +06,3.5,6.8,12.6,16.9,27.6,43.9,97.8,13.3,18.6,1009.4,1014.9,1010.4,1015.8,56619,0.05661900000000000000,0.0
2017-12-05 00:00:00 +06,3.4,6.6,12.2,17.4,27.0,46.3,98.0,13.9,19.0,1009.4,1014.6,1010.4,1015.6,55235,0.05523500000000000000,0.0
2017-12-06 00:00:00 +06,3.5,6.8,12.6,16.7,26.8,48.9,98.0,14.6,18.8,1009.5,1013.7,1010.5,1014.6,56088,0.05608800000000000000,0.0
2017-12-07 00:00:00 +06,3.3,6.4,11.9,17.2,27.9,44.0,98.0,14.0,18.9,1009.8,1013.3,1010.8,1014.2,52424,0.05242400000000000000,0.0
2017-12-08 00:00:00 +06,2.5,4.9,9.0,20.7,25.4,67.8,92.5,17.5,20.1,1010.7,1013.9,1011.6,1014.9,41684,0.04168400000000000000,0.0
2017-12-09 00:00:00 +06,5.0,9.7,18.0,19.6,23.3,85.1,98.0,17.9,22.3,1010.5,1014.3,1011.5,1015.2,16694,0.01669400000000000000,7.2
2017-12-10 00:00:00 +06,4.0,7.8,14.4,21.7,23.9,98.0,98.0,20.7,22.9,1009.9,1013.9,1010.9,1014.8,23420,0.02342000000000000000,2.4
2017-12-11 00:00:00 +06,4.3,8.4,15.5,22.6,25.5,90.5,98.0,21.6,23.7,1008.8,1013.5,1009.8,1014.4,26433,0.02643300000000000000,2.4
2017-12-13 00:00:00 +06,1.6,3.1,5.8,21.7,28.4,70.5,98.0,20.7,23.5,1011.7,1016.4,1012.7,1017.3,54952,0.05495200000000000000,1.8
2017-12-14 00:00:00 +06,4.9,9.5,17.6,19.4,28.4,46.4,98.0,15.1,22.9,1013.0,1017.3,1013.9,1018.2,54239,0.05423900000000000000,1.2
2017-12-15 00:00:00 +06,3.8,7.4,13.7,16.5,26.4,45.8,98.0,12.6,19.7,1013.3,1017.5,1014.3,1018.4,53780,0.05378000000000000000,1.2
2017-12-16 00:00:00 +06,2.8,5.4,10.1,17.4,26.6,42.2,98.0,12.2,19.1,1013.4,1017.8,1014.4,1018.7,58350,0.05835000000000000000,0.6
2017-12-17 00:00:00 +06,1.2,2.3,4.3,17.4,18.8,98.0,98.0,16.4,17.8,1015.5,1016.3,1016.4,1017.2,4,0.000004000000000000000000,0.0
2017-12-18 00:00:00 +06,3.2,6.2,11.5,18.8,25.4,65.5,98.0,17.3,20.0,1014.2,1019.4,1015.2,1020.3,46910,0.04691000000000000000,0.6
2017-12-19 00:00:00 +06,3.2,6.2,11.5,18.0,23.1,80.1,98.0,17.0,19.7,1015.1,1019.6,1016.0,1020.5,40238,0.04023800000000000000,0.0
2017-12-20 00:00:00 +06,1.4,2.7,5.0,18.6,18.8,98.0,98.0,17.6,17.8,1017.2,1017.4,1018.1,1018.3,0,0.000000000000000000000000,0.0
2017-12-21 00:00:00 +06,3.2,6.2,11.5,20.0,26.7,65.2,98.0,18.2,21.0,1014.9,1020.0,1015.9,1020.9,40497,0.04049700000000000000,0.0
2017-12-22 00:00:00 +06,3.1,6.0,11.2,17.9,27.1,61.6,98.0,16.9,20.7,1013.1,1018.0,1014.1,1018.9,60872,0.06087200000000000000,0.0
2017-12-23 00:00:00 +06,1.5,2.9,5.4,19.5,20.1,93.9,96.9,18.2,18.5,1013.7,1014.7,1014.6,1015.6,0,0.000000000000000000000000,0.0
2017-12-24 00:00:00 +06,3.4,6.6,12.2,18.4,26.8,55.9,97.2,16.3,19.7,1010.8,1015.5,1011.8,1016.4,55934,0.05593400000000000000,0.0
2017-12-25 00:00:00 +06,3.3,6.4,11.9,17.5,27.3,60.8,98.0,16.5,20.7,1010.7,1015.4,1011.7,1016.3,61821,0.06182100000000000000,0.0
2017-12-26 00:00:00 +06,4.0,7.8,14.4,17.9,27.2,61.8,98.0,16.7,20.2,1010.7,1015.7,1011.7,1016.6,60117,0.06011700000000000000,0.0
2017-12-27 00:00:00 +06,4.0,7.8,14.4,19.0,27.4,57.5,95.7,16.9,20.1,1011.9,1016.4,1012.9,1017.3,51572,0.05157200000000000000,0.0
2017-12-28 00:00:00 +06,4.8,9.3,17.3,19.0,27.1,59.2,98.0,17.6,20.3,1012.2,1016.5,1013.2,1017.4,47817,0.04781700000000000000,0.0
2017-12-30 00:00:00 +06,3.5,6.8,12.6,19.1,28.7,42.9,95.3,14.4,19.5,1011.5,1016.6,1012.5,1017.5,58520,0.05852000000000000000,0.0
2017-12-31 00:00:00 +06,3.7,7.2,13.3,17.0,28.7,42.5,95.3,14.2,19.3,1009.5,1015.4,1010.5,1016.3,61672,0.06167200000000000000,0.0
2018-01-01 00:00:00 +06,2.4,4.7,8.6,18.4,27.2,49.4,93.8,14.9,19.2,1009.1,1014.0,1010.1,1014.9,55175,0.05517500000000000000,0.0
2018-01-02 00:00:00 +06,2.8,5.4,10.1,20.8,20.8,82.2,83.5,17.0,17.3,1010.3,1010.6,1011.2,1011.5,0,0.000000000000000000000000,0.0
2018-01-03 00:00:00 +06,5.1,9.9,18.4,16.0,25.6,37.7,89.3,9.6,14.0,1008.7,1013.9,1009.7,1014.8,58665,0.05866500000000000000,0.0
2018-01-04 00:00:00 +06,4.0,7.8,14.4,12.0,23.7,39.3,94.8,8.3,14.1,1010.9,1016.8,1011.8,1017.7,66077,0.06607700000000000000,0.0
2018-01-05 00:00:00 +06,3.9,7.6,14.0,13.3,23.6,57.8,96.8,12.0,16.3,1009.2,1014.5,1010.2,1015.4,61328,0.06132800000000000000,0.0
2018-01-06 00:00:00 +06,3.0,5.8,10.8,13.8,24.7,41.0,98.0,9.7,15.7,1009.3,1013.8,1010.3,1014.7,63714,0.06371400000000000000,0.0
2018-01-07 00:00:00 +06,4.1,8.0,14.8,11.9,20.6,47.3,98.0,7.7,12.0,1011.8,1015.5,1012.7,1016.4,65822,0.06582200000000000000,0.0
2018-01-08 00:00:00 +06,3.9,7.6,14.0,10.3,18.6,56.4,98.0,8.5,11.2,1013.6,1017.4,1014.5,1018.3,62730,0.06273000000000000000,0.0
2018-01-09 00:00:00 +06,3.6,7.0,13.0,11.6,23.4,44.7,98.0,9.8,14.6,1013.3,1018.3,1014.2,1019.2,62999,0.06299900000000000000,0.0
2018-01-10 00:00:00 +06,3.2,6.2,11.5,14.3,23.0,43.4,92.1,9.3,14.3,1013.2,1018.4,1014.1,1019.3,58650,0.05865000000000000000,0.0
2018-01-11 00:00:00 +06,3.4,6.6,12.2,13.1,21.5,56.4,98.0,11.1,13.7,1012.2,1017.1,1013.1,1018.0,64144,0.06414400000000000000,0.0
2018-01-12 00:00:00 +06,2.4,4.7,8.6,12.3,22.4,61.6,98.0,11.3,15.6,1011.5,1016.5,1012.4,1017.4,55495,0.05549500000000000000,0.0
2018-01-13 00:00:00 +06,1.6,3.1,5.8,14.6,14.7,98.0,98.0,13.6,13.7,1014.0,1014.2,1014.9,1015.1,0,0.000000000000000000000000,0.0
2018-01-15 00:00:00 +06,2.7,5.2,9.7,14.7,22.1,62.8,98.0,13.7,16.5,1010.4,1015.8,1011.3,1016.7,39503,0.03950300000000000000,0.0
2018-01-16 00:00:00 +06,3.1,6.0,11.2,12.9,23.9,60.4,98.0,11.9,17.9,1009.4,1015.8,1010.4,1016.7,58868,0.05886800000000000000,0.0
2018-01-17 00:00:00 +06,2.2,4.3,7.9,13.6,25.7,53.8,98.0,12.6,18.4,1010.2,1015.3,1011.2,1016.2,62358,0.06235800000000000000,0.0
2018-01-18 00:00:00 +06,2.7,5.2,9.7,16.9,27.6,47.2,98.0,14.1,18.5,1010.6,1015.6,1011.6,1016.5,63621,0.06362100000000000000,0.0
2018-01-19 00:00:00 +06,3.6,7.0,13.0,17.6,28.2,36.5,83.6,10.7,16.2,1011.5,1015.6,1012.5,1016.5,63303,0.06330300000000000000,0.0
2018-01-20 00:00:00 +06,2.7,5.2,9.7,16.2,26.0,34.2,84.3,8.5,14.2,1010.5,1015.2,1011.5,1016.1,47109,0.04710900000000000000,0.0
2018-01-21 00:00:00 +06,2.9,5.6,10.4,16.2,26.1,43.3,88.1,10.7,17.3,1009.9,1015.6,1010.9,1016.5,59681,0.05968100000000000000,0.0
2018-01-22 00:00:00 +06,2.2,4.3,7.9,15.9,26.3,49.7,95.2,13.9,17.1,1009.1,1013.7,1010.1,1014.6,49385,0.04938500000000000000,0.0
2018-01-23 00:00:00 +06,1.6,3.1,5.8,16.9,17.9,90.5,93.6,15.2,15.7,1011.0,1011.7,1011.9,1012.6,0,0.000000000000000000000000,0.0
2018-01-24 00:00:00 +06,3.5,6.8,12.6,17.5,27.5,34.5,92.4,9.6,17.6,1006.8,1011.7,1007.8,1012.7,61715,0.06171500000000000000,0.0
2018-01-25 00:00:00 +06,4.1,8.0,14.8,16.1,26.7,43.8,98.0,12.3,17.8,1007.9,1011.7,1008.8,1012.6,61338,0.06133800000000000000,0.0
2018-01-26 00:00:00 +06,5.5,10.7,19.8,14.6,26.8,30.6,92.9,7.8,15.0,1009.0,1013.2,1010.0,1014.1,68193,0.06819300000000000000,0.0
2018-01-27 00:00:00 +06,3.3,6.4,11.9,15.1,24.0,37.0,81.2,7.2,15.1,1010.1,1014.9,1011.0,1015.8,66532,0.06653200000000000000,0.0
2018-01-28 00:00:00 +06,4.1,8.0,14.8,13.6,24.3,38.4,98.0,8.1,15.5,1011.4,1016.6,1012.4,1017.5,75021,0.07502100000000000000,0.0
2018-01-29 00:00:00 +06,3.6,7.0,13.0,13.7,25.2,34.6,98.0,8.1,16.5,1011.7,1016.6,1012.7,1017.5,85197,0.08519700000000000000,0.0
2018-01-30 00:00:00 +06,3.4,6.6,12.2,14.6,25.6,35.9,98.0,8.6,16.6,1009.0,1015.1,1010.0,1016.0,80021,0.08002100000000000000,0.0
2018-01-31 00:00:00 +06,3.4,6.6,12.2,15.3,25.5,42.0,98.0,10.9,17.7,1009.0,1014.0,1010.0,1014.9,62114,0.06211400000000000000,0.0
2018-02-01 00:00:00 +06,2.1,4.1,7.6,16.9,17.9,84.7,88.2,14.2,14.9,1011.2,1012.6,1012.1,1013.5,0,0.000000000000000000000000,0.0
2018-02-02 00:00:00 +06,2.7,5.2,9.7,17.2,25.2,63.5,98.0,16.2,19.7,1010.0,1014.5,1011.0,1015.4,69347,0.06934700000000000000,0.0
2018-02-03 00:00:00 +06,1.7,3.3,6.1,17.0,26.3,60.1,98.0,16.0,19.9,1010.6,1015.8,1011.6,1016.7,76874,0.07687400000000000000,0.0
2018-02-04 00:00:00 +06,1.2,2.3,4.3,16.9,19.2,98.0,98.0,15.9,18.2,1011.1,1012.7,1012.0,1013.6,2,0.000002000000000000000000,0.0
2018-02-05 00:00:00 +06,2.4,4.7,8.6,20.6,27.4,71.1,98.0,19.6,21.8,1013.0,1018.6,1014.0,1019.5,77977,0.07797700000000000000,0.0
2018-02-06 00:00:00 +06,2.5,4.9,9.0,18.4,27.4,39.3,98.0,12.1,23.0,1009.9,1016.5,1010.9,1017.4,71505,0.07150500000000000000,0.0
2018-02-07 00:00:00 +06,2.6,5.1,9.4,19.2,27.6,52.4,98.0,15.6,20.9,1008.7,1013.8,1009.7,1014.7,81532,0.08153200000000000000,0.0
2018-02-09 00:00:00 +06,3.3,6.4,11.9,17.8,29.6,30.1,98.0,10.2,19.8,1009.1,1013.5,1010.1,1014.5,98750,0.09875000000000000000,0.0
2018-02-10 00:00:00 +06,3.9,7.6,14.0,19.5,29.2,38.8,98.0,12.7,21.3,1012.0,1016.9,1012.9,1017.8,98773,0.09877300000000000000,0.0
2018-02-11 00:00:00 +06,4.6,8.9,16.6,19.3,28.8,23.6,84.0,5.9,16.4,1014.1,1018.6,1015.1,1019.5,89682,0.08968200000000000000,0.0
2018-02-12 00:00:00 +06,3.3,6.4,11.9,19.3,30.9,23.6,75.2,7.4,14.9,1014.8,1019.1,1015.8,1020.0,91685,0.09168500000000000000,0.0
2018-02-13 00:00:00 +06,4.3,8.4,15.5,19.7,31.0,32.7,76.5,12.6,18.0,1014.8,1019.5,1015.8,1020.5,81438,0.08143800000000000000,0.0
2018-02-14 00:00:00 +06,4.3,8.4,15.5,20.1,29.6,43.7,95.1,14.4,19.7,1014.4,1019.8,1015.4,1020.8,89428,0.08942800000000000000,0.0
2018-02-15 00:00:00 +06,5.4,10.5,19.4,19.1,28.8,36.6,98.0,11.6,18.8,1015.9,1020.4,1016.9,1021.3,92076,0.09207600000000000000,0.0
2018-02-16 00:00:00 +06,4.2,8.2,15.1,18.0,29.9,32.1,86.6,10.9,17.0,1011.7,1017.7,1012.7,1018.7,92613,0.09261300000000000000,0.0
2018-02-17 00:00:00 +06,3.7,7.2,13.3,16.9,29.4,41.2,96.8,13.8,19.4,1008.6,1014.0,1009.6,1015.0,94881,0.09488100000000000000,0.0
2018-02-18 00:00:00 +06,3.1,6.0,11.2,18.3,29.9,37.5,98.0,13.5,19.9,1009.8,1013.7,1010.7,1014.7,83076,0.08307600000000000000,0.0
2018-02-19 00:00:00 +06,2.7,5.2,9.7,18.6,30.4,38.0,98.0,13.6,20.8,1010.1,1014.3,1011.1,1015.3,77332,0.07733200000000000000,0.0
2018-02-20 00:00:00 +06,1.9,3.7,6.8,20.2,31.4,40.4,96.4,15.7,21.7,1009.3,1014.5,1010.3,1015.5,77563,0.07756300000000000000,0.0
2018-02-21 00:00:00 +06,2.4,4.7,8.6,20.5,31.4,39.8,98.0,15.8,22.2,1007.6,1012.4,1008.6,1013.4,79521,0.07952100000000000000,0.0
2018-02-22 00:00:00 +06,2.3,4.5,8.3,21.5,31.5,41.2,97.2,16.0,21.3,1007.1,1011.6,1008.0,1012.6,82517,0.08251700000000000000,0.0
2018-02-23 00:00:00 +06,0.9,1.7,3.2,20.7,22.3,91.1,98.0,19.7,20.9,1009.3,1010.5,1010.2,1011.4,16,0.000016000000000000000000,0.0
2018-02-24 00:00:00 +06,2.7,5.2,9.7,22.5,31.4,58.1,98.0,21.5,23.8,1011.1,1015.4,1012.1,1016.4,107155,0.10715500000000000000,0.0
2018-02-25 00:00:00 +06,2.7,5.2,9.7,21.4,33.0,47.5,98.0,19.7,24.8,1009.3,1014.7,1010.2,1015.6,118474,0.11847400000000000000,0.0
2018-02-26 00:00:00 +06,9.8,19.0,35.3,19.4,28.7,63.4,98.0,16.7,22.3,1008.6,1014.6,1009.6,1015.5,136692,0.13669200000000000000,6.0
2018-02-27 00:00:00 +06,2.6,5.1,9.4,19.9,30.5,58.0,98.0,18.9,23.9,1008.7,1014.0,1009.7,1015.0,149263,0.14926300000000000000,0.6
2018-02-28 00:00:00 +06,4.1,8.0,14.8,22.0,33.1,32.9,94.8,14.4,22.9,1008.1,1013.6,1009.1,1014.6,158622,0.15862200000000000000,0.0
2018-03-01 00:00:00 +06,3.7,7.2,13.3,21.7,32.0,45.8,98.0,18.0,23.0,1007.4,1012.6,1008.3,1013.6,152977,0.15297700000000000000,0.6
2018-03-02 00:00:00 +06,2.6,5.1,9.4,21.7,32.9,43.9,98.0,18.3,23.6,1005.6,1011.4,1006.6,1012.4,151370,0.15137000000000000000,0.0
2018-03-03 00:00:00 +06,4.3,8.4,15.5,21.9,33.7,38.6,98.0,16.8,25.0,1003.5,1008.2,1004.4,1009.2,151307,0.15130700000000000000,0.0
2018-03-04 00:00:00 +06,3.6,7.0,13.0,25.0,33.7,52.9,98.0,21.9,25.7,1005.8,1010.3,1006.8,1011.3,162644,0.16264400000000000000,0.0
2018-03-05 00:00:00 +06,3.4,6.6,12.2,25.0,32.7,58.9,98.0,17.9,25.5,1007.5,1012.4,1008.5,1013.4,152830,0.15283000000000000000,0.0
2018-03-06 00:00:00 +06,4.2,8.2,15.1,22.1,34.8,27.9,94.9,13.5,22.7,1007.5,1011.7,1008.4,1012.7,156977,0.15697700000000000000,0.0
2018-03-07 00:00:00 +06,3.3,6.4,11.9,21.5,32.1,30.6,91.5,11.8,21.4,1009.6,1014.2,1010.6,1015.2,168217,0.16821700000000000000,0.0
2018-03-08 00:00:00 +06,3.7,7.2,13.3,18.0,33.6,29.1,98.0,11.9,19.4,1009.0,1014.2,1009.9,1015.2,171405,0.17140500000000000000,0.0
2018-03-09 00:00:00 +06,4.4,8.6,15.8,20.0,33.8,28.0,96.8,12.5,20.7,1007.6,1012.8,1008.5,1013.8,156977,0.15697700000000000000,0.0
2018-03-10 00:00:00 +06,4.9,9.5,17.6,20.2,33.7,24.7,97.3,9.9,20.6,1008.1,1013.0,1009.0,1014.0,159727,0.15972700000000000000,0.0
2018-03-11 00:00:00 +06,3.7,7.2,13.3,19.7,34.6,21.8,97.5,9.5,21.4,1008.9,1014.2,1009.8,1015.2,157889,0.15788900000000000000,0.0
2018-03-12 00:00:00 +06,4.0,7.8,14.4,21.0,34.0,52.4,96.0,18.7,24.4,1007.3,1013.0,1008.3,1014.0,156396,0.15639600000000000000,0.0
2018-03-13 00:00:00 +06,4.3,8.4,15.5,21.5,33.9,54.8,98.0,18.3,25.4,1006.8,1012.4,1007.7,1013.4,155736,0.15573600000000000000,0.0
2018-03-14 00:00:00 +06,4.0,7.8,14.4,20.9,32.6,61.3,97.2,18.2,25.0,1006.0,1011.3,1006.9,1012.3,148465,0.14846500000000000000,0.0
2018-03-15 00:00:00 +06,4.5,8.7,16.2,24.0,33.7,53.5,98.0,22.4,25.5,1005.4,1010.9,1006.3,1011.9,155813,0.15581300000000000000,0.0
2018-03-16 00:00:00 +06,4.3,8.4,15.5,24.6,32.9,48.7,98.0,19.7,26.2,1004.7,1009.8,1005.7,1010.8,117485,0.11748500000000000000,0.0
2018-03-17 00:00:00 +06,3.2,6.2,11.5,23.2,34.3,31.6,95.0,13.8,24.0,1006.2,1010.6,1007.2,1011.6,147318,0.14731800000000000000,0.0
2018-03-18 00:00:00 +06,2.6,5.1,9.4,23.3,33.3,40.8,98.0,17.9,25.4,1008.1,1013.1,1009.1,1014.1,125396,0.12539600000000000000,0.0
2018-03-19 00:00:00 +06,4.2,8.2,15.1,22.8,35.3,21.0,98.0,9.8,26.2,1008.7,1014.4,1009.7,1015.4,143187,0.14318700000000000000,0.0
2018-03-20 00:00:00 +06,4.0,7.8,14.4,21.4,35.3,19.1,98.0,8.2,22.8,1006.7,1011.9,1007.6,1012.9,151864,0.15186400000000000000,0.0
2018-03-21 00:00:00 +06,1.8,3.5,6.5,21.8,35.1,32.4,95.3,15.8,23.7,1006.4,1011.5,1007.3,1012.5,145634,0.14563400000000000000,0.0
2018-03-22 00:00:00 +06,2.5,4.9,9.0,22.4,34.3,44.9,97.8,19.9,24.4,1003.9,1009.3,1004.8,1010.3,141402,0.14140200000000000000,0.0
2018-03-23 00:00:00 +06,4.8,9.3,17.3,22.7,33.0,57.8,96.6,20.9,25.7,1005.4,1009.8,1006.4,1010.8,152462,0.15246200000000000000,0.0
2018-03-24 00:00:00 +06,2.8,5.4,10.1,24.2,33.9,53.9,98.0,22.5,26.3,1008.5,1013.2,1009.4,1014.2,137655,0.13765500000000000000,0.0
2018-03-25 00:00:00 +06,7.4,14.4,26.6,24.8,34.8,45.1,98.0,17.7,27.2,1009.6,1014.5,1010.6,1015.5,120904,0.12090400000000000000,0.0
2018-03-26 00:00:00 +06,12.2,23.7,43.9,22.5,33.6,60.5,96.4,19.3,26.4,1006.3,1013.4,1007.2,1014.4,132811,0.13281100000000000000,6.0
2018-03-27 00:00:00 +06,5.8,11.3,20.9,21.8,32.5,62.4,98.0,20.0,26.1,1006.7,1011.8,1007.6,1012.8,178267,0.17826700000000000000,10.2
2018-03-28 00:00:00 +06,3.2,6.2,11.5,23.7,33.3,60.8,98.0,22.7,26.4,1006.2,1011.4,1007.1,1012.4,157434,0.15743400000000000000,1.2
2018-03-29 00:00:00 +06,9.5,18.5,34.2,24.6,33.0,60.5,98.0,18.2,26.2,1005.5,1011.4,1006.4,1012.4,188522,0.18852200000000000000,0.6
2018-03-30 00:00:00 +06,5.1,9.9,18.4,20.6,32.8,65.6,95.1,18.5,26.4,1005.3,1011.2,1006.2,1012.2,154604,0.15460400000000000000,1.2
2018-03-31 00:00:00 +06,10.7,20.8,38.5,19.5,28.3,64.4,96.7,16.6,22.4,1007.4,1017.0,1008.4,1017.9,149274,0.14927400000000000000,0.6
2018-04-01 00:00:00 +06,3.5,6.8,12.6,21.8,35.0,30.3,93.8,14.9,24.8,1006.3,1012.2,1007.2,1013.2,222364,0.22236400000000000000,0.6
2018-04-02 00:00:00 +06,5.0,9.7,18.0,21.5,31.4,55.7,94.3,18.6,24.4,1007.6,1013.4,1008.6,1014.4,139440,0.13944000000000000000,1.2
2018-04-03 00:00:00 +06,4.0,7.8,14.4,24.6,33.9,52.0,97.9,20.4,26.2,1005.5,1011.2,1006.4,1012.2,186571,0.18657100000000000000,1.2
2018-04-04 00:00:00 +06,2.4,4.7,8.6,22.2,34.1,53.1,94.0,19.2,25.3,1004.6,1010.3,1005.5,1011.3,190337,0.19033700000000000000,0.0
2018-04-05 00:00:00 +06,7.7,15.0,27.7,23.1,32.9,56.4,98.0,19.3,25.8,1003.4,1009.0,1004.3,1009.9,173552,0.17355200000000000000,0.0
2018-04-06 00:00:00 +06,4.7,9.1,16.9,22.8,30.8,67.2,96.9,20.3,24.3,1006.3,1011.2,1007.3,1012.2,150206,0.15020600000000000000,0.0
2018-04-07 00:00:00 +06,5.1,9.9,18.4,22.2,31.8,63.5,98.0,21.2,25.8,1006.2,1013.2,1007.2,1014.1,212519,0.21251900000000000000,7.2
2018-04-08 00:00:00 +06,8.5,16.5,30.6,23.4,31.7,67.7,97.3,21.5,26.0,1008.5,1013.4,1009.5,1014.4,132087,0.13208700000000000000,4.2
2018-04-09 00:00:00 +06,2.8,5.4,10.1,23.3,33.2,60.9,98.0,22.3,26.4,1007.8,1014.4,1008.7,1015.4,210416,0.21041600000000000000,10.8
2018-04-10 00:00:00 +06,4.8,9.3,17.3,22.8,33.2,56.1,98.0,21.2,25.8,1007.0,1012.9,1007.9,1013.9,254045,0.25404500000000000000,5.4
2018-04-11 00:00:00 +06,4.4,8.6,15.8,24.5,33.7,59.7,98.0,20.4,26.4,1006.3,1011.8,1007.3,1012.8,176103,0.17610300000000000000,0.0
2018-04-12 00:00:00 +06,4.3,8.4,15.5,21.8,33.6,55.0,94.0,19.1,25.1,1004.5,1010.8,1005.5,1011.8,257317,0.25731700000000000000,0.6
2018-04-13 00:00:00 +06,5.2,10.1,18.7,22.5,33.0,55.2,96.1,20.3,25.6,1005.4,1011.2,1006.4,1012.2,267933,0.26793300000000000000,0.6
2018-04-14 00:00:00 +06,9.4,18.3,33.8,21.2,33.8,56.6,98.0,18.2,26.9,1003.9,1010.0,1004.9,1010.9,226629,0.22662900000000000000,0.6
2018-04-15 00:00:00 +06,3.5,6.8,12.6,22.7,34.5,51.9,95.8,20.6,26.5,1005.2,1010.7,1006.1,1011.7,267821,0.26782100000000000000,1.2
2018-04-16 00:00:00 +06,11.7,22.7,42.1,23.1,35.5,55.4,98.0,18.2,27.6,1005.5,1011.4,1006.4,1012.3,255625,0.25562500000000000000,0.6
2018-04-17 00:00:00 +06,7.7,15.0,27.7,22.4,29.6,73.3,95.9,19.4,25.4,1006.6,1012.7,1007.6,1013.7,114491,0.11449100000000000000,0.6
2018-04-18 00:00:00 +06,5.5,10.7,19.8,21.9,33.6,52.5,98.0,20.8,25.9,1004.4,1011.5,1005.3,1012.4,290953,0.29095300000000000000,12.6
